,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Entropy#C3#theta,Spectral#PeakFrequency#C3#theta,Spectral#RelativePower#C3#alpha,Spectral#Entropy#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Diff#C3#beta,Spectral#EdgeFrequency#C3#gamma,Spectral#RelativePower#C4#delta,Spectral#Entropy#C4#delta,Spectral#EdgeFrequency#C4#delta,Spectral#RelativePower#C4#theta,Spectral#Flatness#C4#theta,Spectral#PeakFrequency#C4#theta,Spectral#Entropy#C4#alpha,Spectral#RelativePower#C4#beta,Spectral#Entropy#C4#beta,Spectral#EdgeFrequency#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#Cz#delta,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#EdgeFrequency#Cz#theta,Spectral#Diff#Cz#theta,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#beta,Spectral#Diff#Cz#beta,Spectral#Flatness#Cz#gamma,Spectral#PeakFrequency#F3#delta,Spectral#RelativePower#F3#theta,Spectral#EdgeFrequency#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#Entropy#F3#alpha,Spectral#EdgeFrequency#F3#alpha,Spectral#EdgeFrequency#F3#beta,Spectral#RelativePower#F3#gamma,Spectral#PeakFrequency#F4#delta,Spectral#Diff#F4#delta,Spectral#RelativePower#F4#theta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#Diff#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Entropy#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#RelativePower#F4#beta,Spectral#Entropy#F4#beta,Spectral#Diff#F4#beta,Spectral#PeakFrequency#F4#gamma,Spectral#Entropy#F7#delta,Spectral#Diff#F7#delta,Spectral#Entropy#F7#theta,Spectral#Flatness#F7#theta,Spectral#Diff#F7#theta,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Diff#F7#beta,Spectral#RelativePower#F7#gamma,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#EdgeFrequency#F8#delta,Spectral#PeakFrequency#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Diff#F8#theta,Spectral#RelativePower#F8#alpha,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#EdgeFrequency#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#Entropy#F8#beta
215_2$1,0.16111659515194446,0.4666666666666666,0.0036222063980061486,0.5,0.06883324404212872,0.1305101041608591,0.09709629324951212,0.4103891223057193,0.4545454545454547,0.007699947349947569,0.8173297683500615,0.2427184466019418,0.9788457672717356,0.0040300862221462445,0.5,0.28813459947663655,0.13009373126157717,0.1241462400253473,0.346153846153846,0.5528736085398637,0.004715591982973933,0.7709332264661316,0.6422097762284354,0.375,0.09438779892654817,0.30906926185968514,0.35714285714285704,0.39449148269968953,0.0,0.1333333333333333,0.6916726834473506,0.41558441558441556,0.09625432204580384,0.8670916682009683,0.5416666666666665,0.4444444444444443,0.12278699521614506,0.21666666666666662,0.6090202290242136,0.4727937536636129,0.35636817391451436,0.17722793427307357,0.1334331349180169,0.09612891268855107,0.8163675506737543,0.75,0.44372586626597904,0.8530218500577671,0.9108669808500807,0.42857142857142855,0.8273176055141741,0.697155507917902,0.0423956134038945,0.008971691369994773,0.09684238947554707,1.0,0.9328255131477392,0.1007795836742772,0.0,0.12961789404395038,0.07433618861316993,0.23263714210828976,0.2189133261077777,0.37499999999999983,0.5564889980691534,0.29166666666666674,0.33333333333333337,0.7272220664570153,0.04168806324577881,0.012683915003704273,0.388888888888889,0.5,0.13465768401642006,0.07158968203777631,0.33241566672231687,0.21735972963750438,1.0,1.0,0.793283228770093,0.2937604946927683
359_1$1,0.288381021570042,0.033333333333333305,0.9594464735890056,0.5416666666666667,0.13359243535217188,0.9843330216661514,0.49886245105720356,0.9495666204892618,0.5454545454545453,0.3208242502649172,0.8538516511129383,0.2621359223300971,0.29304319109584875,0.4079993175516832,0.5,0.952900652623524,0.3717985647365336,0.9444683719695126,0.5769230769230768,0.9260883700989637,0.3082747363307652,0.7942465329829146,0.5824032038059445,0.375,0.08642075997683064,0.9800406701875751,0.7857142857142857,0.9532899501383315,0.9472661406219067,0.1166666666666667,0.25251905644784434,0.41558441558441556,0.09912492488490918,0.9320925346300889,0.5833333333333335,0.5925925925925928,0.5191487313115531,0.1166666666666667,0.6263717668375822,0.1784924623934147,0.88880008659434,0.7248881476860423,0.11714117105569888,0.08410733160754426,0.9696412920715932,0.5,0.5603280057532949,0.9811260157674896,0.9559360009603446,0.7142857142857143,0.8268643172253227,0.6196715391985445,0.8132648131487468,0.6652863763455127,0.08025768454032338,0.5416666666666665,0.6045576338481154,0.91292840574822,0.18518518518518523,0.9129865813147124,0.5327790047496308,0.9732698559240148,0.9695624635652426,0.49999999999999933,0.3936877868302878,0.20833333333333326,0.1166666666666667,0.6946182871218274,0.9479141964903134,0.8500265624598937,0.44444444444444464,0.41666666666666674,0.12675372290632395,0.08220160848943833,0.9786705348588233,0.9503892689771514,0.4583333333333335,0.5,0.552151436254512,0.9918572995814879
259_1$1,0.3692812088903727,0.1333333333333333,0.5718413020040525,0.5,0.22086165044107958,0.9682050560758854,0.4890171340187317,0.9132208784300997,0.4545454545454547,0.014507847927009246,0.855820014040071,0.47572815533980584,0.9574828747192132,0.005621306932553851,0.5,0.29226063003801905,0.13701560943529054,0.22761708029518699,0.26923076923076933,0.5968702869850496,0.009400194140503365,0.5876517967857074,0.6629224530702574,0.375,0.07494410652060102,0.16301230981906756,0.4285714285714286,0.5806100368916551,0.7021116359585988,0.2833333333333334,0.09555458142115461,0.3376623376623376,0.18056393452355654,0.9661028559669891,0.375,0.5555555555555555,0.5002492854472148,0.1333333333333333,0.6734503307473975,0.8307726832838688,0.0406212118713869,0.01262122203590575,0.12995134769266495,0.0541356857154877,0.36009332409539546,1.0,0.29902293924135426,0.6289072609885334,0.8028712685197058,0.42857142857142855,0.8956905991215147,0.6784308142195,0.16510576475050048,0.06710301951291166,0.0862112715460278,0.75,0.6821903051692922,0.6916946696068734,0.0,0.7351231733573522,0.2443396048459071,0.8594103172957699,0.852721643079028,0.37499999999999983,0.3504007849325465,0.14583333333333326,0.1,0.7067592064671294,0.1835499025268143,0.07418047614390116,0.388888888888889,0.5,0.13055336153297317,0.0640473317083059,0.784431555596007,0.6542310471905364,0.7916666666666665,1.0,0.5793432256371472,0.9170561849352672
315_2$1,0.41950757708727615,0.5,0.9031747166809683,0.45833333333333326,0.2782663472347442,0.9686531660356209,0.5118976624557885,0.9475363612833949,0.5454545454545453,0.12905458590788033,0.9352025992391169,0.4563106796116504,0.14703880894764604,0.7573004942492046,0.22916666666666674,0.9558942413740743,0.5424143122197503,0.9872311664077056,0.6538461538461539,0.9492592843463994,0.27072454031187065,0.8159279848779133,0.5751359126841387,0.375,0.09607585568487707,0.9535658018041263,0.6785714285714285,0.9325330907108386,0.9553987910418563,0.3166666666666666,0.2350385937638629,0.41558441558441556,0.1631913672217744,0.956478723749905,0.5,0.6296296296296297,0.5276576426590878,0.7166666666666666,0.7554197829513759,0.21622088414925578,0.8795715869754113,0.7230691270637962,0.1109855711943079,0.20705194915680927,0.9553416817734953,0.4166666666666665,0.6126224975767686,0.977957169850547,0.9472779706901046,0.14285714285714285,0.8835974205807885,0.6879603387116605,0.8937173714048567,0.7803397502860218,0.09089775988699303,0.5,0.5935085794403142,0.9819799093642151,0.2222222222222222,0.9417488840283651,0.6014479048398452,0.9363249083632921,0.9264388384914631,0.6250000000000001,0.4080352719447987,0.5625,0.55,0.7441976974478824,0.9036829479675941,0.756380439774174,0.44444444444444464,0.6041666666666667,0.11569399944368179,0.19580853332297957,0.9649068959005785,0.9190367321154531,0.4166666666666665,0.16666666666666652,0.5408346703518097,0.9691198773851359
232_1$1,0.27632917808901675,0.5166666666666666,0.02007715472149491,0.5,0.07809749767469357,0.2048155000326674,0.10919223333192174,0.5509809658202144,0.4545454545454547,0.036685730930072505,0.8594657132078082,0.3786407766990291,0.8721910359060498,0.025131726206215104,0.5,0.42076689881690804,0.19375551147994113,0.41180303982528665,0.30769230769230765,0.7016262143230089,0.3314874709013648,0.7525613148547969,0.45139926851307527,0.3472222222222223,0.05941958620104944,0.9844502604357485,0.28571428571428586,0.8798848549555733,0.9322906137670373,0.3166666666666666,0.5244423898472372,0.41558441558441556,0.17842814164894139,0.8924225358214289,0.6666666666666665,0.2962962962962963,0.2400052113056196,0.3833333333333334,0.6623404977084038,0.9421238792414043,0.03909350864529501,0.010461951177464303,0.12669034118218495,0.06639506102992661,0.2811241769511879,1.0,0.21695596254078112,0.18558409386188754,0.46363283891690676,0.42857142857142855,0.6351407260113499,0.6658060888144007,0.02829080000153548,0.0061098661710778795,0.081315091130686,1.0,0.8648686708912249,0.06626331089019022,0.0,0.34988522840355935,0.08192202706233206,0.13607845745201053,0.1294176573792411,0.37499999999999983,0.5728690827214629,0.27083333333333326,0.2833333333333334,0.7271859937189219,0.24915817247673583,0.11329576363028951,0.388888888888889,0.5,0.13168128586685304,0.10976159906586729,0.8552490181227476,0.7481930126710415,0.7083333333333335,1.0,0.6039904029711448,0.687161630316563
172_1$1,0.281249950067441,0.2,0.5489873390713896,0.5,0.2539630488642957,0.9020565791481329,0.3876614541977432,0.9125087565904423,0.590909090909091,0.11159023965709512,0.910290181136021,0.4077669902912621,0.24933652478314364,0.5986357525029298,0.5,0.8658342434313502,0.5409956576665378,0.9155150762748022,0.423076923076923,0.9155439810987127,0.15539935545390815,0.7622533666605873,0.283550657657837,0.75,0.21941052829489052,0.8100585127136609,0.5357142857142858,0.896644840030619,0.9640041555740092,0.2,0.24396201438864895,0.6103896103896104,0.3194597630982564,0.6909900848017502,0.1875,0.6296296296296297,0.31397820552782874,0.375,0.7354043566022771,0.25905368104251236,0.8191335901376084,0.5769511579498584,0.23761910682765083,0.44442868393176094,0.697126296548186,0.1875,0.49143457323817163,0.8915973562328476,0.9352992366252824,0.2857142857142857,0.9127289146304605,0.6918605233408016,0.8506445958383513,0.7267158973328823,0.14806145304761423,0.1875,0.5306945185321241,0.8523194491661505,0.25,0.9414943424630927,0.26319262553140554,0.9779665061475811,0.9750600674503467,0.37499999999999983,0.3750499282094909,0.34375,0.3,0.6817294659273202,0.9056422334138501,0.7264920079354957,0.6805555555555557,0.90625,0.1708069711791158,0.27083820315397444,0.7433311859804529,0.49051118807828037,0.1875,0.0625,0.4953314221745959,0.9374932555210234
036_1$1,0.5086223663873716,0.25,0.8693129500983791,0.5,0.1996195342293945,0.9959559298977937,0.5965540014302814,0.9407045483519824,0.4545454545454547,0.3270442472092514,0.870984723627181,0.4951456310679611,0.15606640057952212,0.9119058579855353,0.0,0.9374961191058836,0.5951630990040065,0.9056563379921654,0.30769230769230765,0.9230687572661527,0.21092979788616906,0.7288926829800906,0.5745010922148859,0.375,0.10633094371602873,0.9688971807472735,0.4285714285714286,0.8864324158405682,0.9699599317398944,0.25,0.10269549797184993,0.3376623376623376,0.16788024781606578,0.9780777186921252,0.5,0.5185185185185186,0.324166210848038,0.75,0.6595775956170841,0.1125272483387608,0.9667730955759398,0.8680239397692517,0.14271639518824397,0.15755188003532997,0.9207335145995443,0.375,0.7629275673290292,0.912361432167826,0.9155573740629217,0.14285714285714285,0.8405466521453611,0.7094790067996246,0.9008526765567711,0.772615684792346,0.1082224575521669,0.5,0.6088139863724604,0.8192518742536,0.3333333333333333,0.8656761046319172,0.3777483362926799,0.9699947971474285,0.9641909193870585,0.37499999999999983,0.32174095420242105,0.5625,0.55,0.7345378673454451,0.9784955533930589,0.9088025052529004,0.30555555555555564,0.8125,0.12360028177193315,0.130881063211108,0.9408592640534961,0.87106977271236,0.375,0.375,0.5587304456213434,0.9181708311560438
111_2$1,0.5419589648056924,0.5166666666666666,0.9407029452377668,0.7916666666666667,0.2624988645904817,0.9843399095225164,0.4699403393751341,0.9154879925212167,0.6363636363636368,0.2598140194734457,0.8906845054414408,0.33980582524271835,0.14628805159166916,0.781009522013601,0.7916666666666667,0.9735737519304278,0.5476961817656743,0.9270340353674794,0.46153846153846134,0.9335282634905832,0.17632720540161734,0.8364172905417,0.6240907863505328,0.375,0.08886371561183277,0.9786972095975964,0.5714285714285714,0.9230621000555806,0.9738833651716516,0.3166666666666666,0.48218865669363403,0.41558441558441556,0.13670216868308085,0.9548996566774609,0.5833333333333335,0.4444444444444443,0.26175204766221066,0.15,0.7157622073146278,0.4086646437829765,0.5424838957679579,0.3309327248341888,0.13042245262372434,0.15120369487815236,0.9494657114714515,0.5,0.4663365017090801,0.8985434340158582,0.855976202115134,0.42857142857142855,0.8159792211001142,0.7260825008303313,0.7843241962591926,0.5873820963587643,0.0915007120496971,0.5416666666666665,0.5936897356681147,0.7972820608268187,0.2222222222222222,0.8576655615568852,0.3020179216740252,0.9583529255287937,0.950545656444718,0.6250000000000001,0.4330593688439116,0.25,0.21666666666666662,0.7362309394251811,0.93473694892309,0.7995031785732305,0.388888888888889,0.5,0.1344097785132812,0.2000342340467182,0.9367625571205624,0.8753874915685631,0.375,0.25,0.543187231453821,0.9377374269210308
197_2$1,0.4874799162169181,0.45,0.9546993754546408,0.1875,0.21569006440287122,0.9829494609528671,0.572403676497393,0.9486089698919604,0.4545454545454547,0.48810561348262965,0.7456534911544463,0.5825242718446602,0.15953288820310263,0.6523495423826292,0.03125,0.9666939007509354,0.4132116180888108,0.9411711384604311,0.4807692307692307,0.947974298816671,0.36663542095210205,0.7426548007407914,0.5949237449672937,0.20833333333333334,0.08026843868840251,0.9745699642251819,0.37500000000000006,0.928349870130466,0.9238785045087037,0.325,0.2010498701269127,0.29870129870129863,0.11553042691025299,0.9626811378380428,0.4375,0.5740740740740741,0.5136805122531534,0.425,0.6608527886978239,0.2838106112834197,0.9462340218876248,0.8594876647718462,0.12660245361631448,0.14813494445182462,0.9701147914455311,0.4375,0.48965263216367805,0.9365714297309617,0.9374766557029455,0.14285714285714285,0.6029282835272654,0.688560375247649,0.9497815677580754,0.878604431239755,0.09412587577421774,0.375,0.5861630579358482,0.8740320857966652,0.4444444444444444,0.9378997076165289,0.49159799978869867,0.9921597314858642,0.9916133877649805,0.5624999999999998,0.41773970542626604,0.375,0.55,0.6882844275649586,0.8327306692764167,0.6571278087313217,0.388888888888889,0.5,0.12040686586433408,0.12700389949513446,0.9677104599504495,0.9347482970792869,0.5,0.5625,0.5620886792336816,0.9379982291903884
253_1$1,0.49836412463418506,0.175,0.8828903275146002,0.5,0.5730954000611832,0.9199855694417957,0.3769761688070888,0.9273784272722424,0.4545454545454547,0.1539771408958459,0.840374109749085,0.20388349514563106,0.1492358362711363,0.7535791864813975,0.75,0.8262953601996674,0.4811157686542518,0.7727476906668245,0.24999999999999994,0.8800125966592839,0.20140584574952328,0.5435402294760178,0.2593494738404787,0.5416666666666666,0.12699350336894452,0.8318691063769026,0.2142857142857143,0.8686690429189199,0.6621532385484538,0.025,0.19443256249360555,0.4545454545454545,0.5015636212522301,0.8701850909209059,0.375,0.35185185185185186,0.1806204680269767,0.475,0.7137013473690484,0.10558472409710207,0.9275822366439807,0.803952604771457,0.15252027036524546,0.628960390764829,0.706973384450342,0.25,0.360805580403146,0.8604789130072658,0.9077457889753994,0.35714285714285715,0.7828769687044297,0.5835281856788075,0.8934151069185142,0.7423512903317312,0.12728946907506797,0.1875,0.5206034393319807,0.8192328385088613,0.2777777777777778,0.9246332743380139,0.21661900357187355,0.8973809700777299,0.8862538052523197,0.37499999999999983,0.337609569665905,0.28125,0.15,0.6315009473999939,0.9522057358658305,0.8642354085331466,0.388888888888889,0.3125,0.13916464931760156,0.4871036482440246,0.772567238728334,0.6401081393614932,0.3125,0.25,0.5501713805820181,0.9239776503794389
317_1$1,0.6046883005097066,0.25,0.3402875428970717,0.5,0.12235269417573716,0.828674954621255,0.6021299795357672,0.8749385951250711,0.7272727272727274,0.20853416515545445,0.8664266164692451,0.20388349514563106,0.2091572190392676,0.3575670511796272,0.5,0.8925168840849721,0.4950814867591298,0.9797716086433059,0.7692307692307692,0.9210914242077205,0.2723231614022263,0.7959370243765869,0.6248683878687927,0.375,0.08455366686431467,0.9639587027041019,0.8571428571428572,1.0,0.9423939994823097,0.65,0.07125419660469479,0.25974025974025966,0.03960583481607593,0.932975886194535,0.625,0.851851851851852,0.7468609131345834,0.15,0.7794835580378144,0.13392564275142,0.8195686122172005,0.6236980669518037,0.09322599051349795,0.060251542273601,0.9985470542510168,0.5,0.5578820674201033,0.9845664032602698,0.9522379416727715,0.8571428571428571,0.6713083367834916,0.6680679574585144,0.8946267527447606,0.7152655148026452,0.07306306073960878,0.375,0.5959928370550603,0.9854263892218526,0.05555555555555555,0.9511434081790789,0.563746532453757,0.9432317929499392,0.93502126347123,0.7499999999999997,0.3135120317035241,0.125,0.15,0.7401746710581627,0.9273302477654165,0.8108689040270578,0.22222222222222232,0.375,0.10667308890489446,0.0701526593562245,0.9615046042119934,0.9093874920830246,0.375,0.125,0.5491365301230934,0.9964409939590257
178_1$1,0.48043750072931807,0.35,0.7871865188347065,0.5,0.2551776710611893,0.9519861508168025,0.5517148279520427,0.878280520329299,0.6363636363636368,0.1917785759804608,0.8452705775671798,0.47572815533980584,0.16499523223583373,0.6601903946357353,0.5,0.9486669589469557,0.5590817941770154,0.9279549601198884,0.46153846153846134,0.8920825567093729,0.11552768161182075,0.7853264646083946,0.7033275620183214,0.375,0.05995260048320876,0.9530592510898721,0.5000000000000002,0.8659467791844797,0.9361524397599886,0.0,0.13989026401983928,0.44155844155844143,0.20756858385285715,0.9268536168000606,0.4583333333333335,0.5185185185185186,0.37728653962180636,0.4,0.7973338858519781,0.17382299373629748,0.9185198177247234,0.8069852730742826,0.0994788329414601,0.17140845174945146,0.9549569119109458,0.5,0.6672845149936273,0.9473021182272098,0.9322843564587373,0.6190476190476188,0.7483248409189015,0.5725866888533624,0.5536988085353315,0.3625124765595681,0.08001095002442177,0.5833333333333335,0.60758332609907,0.8664796346473397,0.0,0.8990237195862972,0.33446064631430655,0.9628704098517774,0.9574178714006102,0.6250000000000001,0.42715616139005325,0.39583333333333326,0.16666666666666669,0.710018519620002,0.8015161752133535,0.6515505612254008,0.3611111111111113,0.5,0.11374104565423705,0.16661878285484455,0.9367152455726593,0.8749260867001175,0.4583333333333335,0.5833333333333335,0.5596525720480653,0.946516636066497
113_1$1,0.5700574501629485,0.15,0.40933282593606796,0.5,0.15150809875646254,0.9530958942835833,0.48473651087375896,0.9552989042668217,0.4545454545454547,0.12293959167310327,0.9250368910034831,0.3009708737864078,0.09174237504152714,0.8515672208813133,0.7291666666666667,0.8557899080969639,0.5204603622255234,0.9784258745547785,0.7307692307692308,0.9576267818862468,0.1050292397309164,0.7843928593621962,0.5646236805923309,0.513888888888889,0.12484852375572815,0.9334421796314633,0.5000000000000002,0.9049079963989021,0.9329003634370387,0.033333333333333305,0.07056949577193279,0.5454545454545455,0.3281586408203973,0.8205382961671343,0.5833333333333335,0.7037037037037039,0.5125748437165234,0.1333333333333333,0.6664056082026785,0.14774030151784576,0.6390368412954532,0.42913682718330515,0.13233590923431746,0.17428562315986126,0.8645421297631347,0.5,0.6675000551508284,0.9818048697070837,0.972532645611881,0.04761904761904771,0.7958089217783547,0.6714639630575626,0.9359792776301465,0.8172316798325366,0.08892919853634078,0.5833333333333335,0.5977554236682578,0.9578686911997016,0.425925925925926,0.9491926488878502,0.5450583691824679,0.9156754515332768,0.9006501039152184,0.37499999999999983,0.3255084108617007,0.20833333333333326,0.2333333333333334,0.6881293748489292,0.9787003944090242,0.9344042811456665,0.3611111111111113,0.1875,0.13118976976734276,0.13346683876271762,0.8879979533024377,0.7564591117569317,0.5,0.5416666666666665,0.5506959798308848,0.961745976699774
057_1$1,0.42353699539003203,0.35,0.891844205703252,0.28125,0.09840920162783567,0.9798570130930663,0.6370611321032018,0.9646780267917547,0.4545454545454547,0.13124261051251548,0.8628444038180678,0.3203883495145631,0.09302108066195897,0.872526167502539,0.6875,0.9642694026028052,0.6481472941027034,0.9860737880026511,0.8269230769230769,0.9590590154391181,0.20080972562251134,0.8365952228150155,0.5471285255174458,0.3333333333333333,0.08553680699027832,0.9474720582951881,0.6964285714285715,0.9516072335009084,0.9382623188524619,0.25,0.13061901919228497,0.29870129870129863,0.08353125510798133,0.946413660338124,0.5,0.7407407407407408,0.6424422054715634,0.4,0.6982379177790472,0.10449591594505805,0.9616732049551167,0.8610645594318035,0.13009612347694743,0.11043553678411339,0.9609875689010614,0.5,0.7439907600539963,0.977467952283209,0.9641909865925051,0.14285714285714285,0.8410653892624211,0.654326110801542,0.9524699446749888,0.856900901404843,0.08085211962208975,0.5625,0.6094252798630587,0.9652289201756246,0.25,0.9565861802370352,0.6772777972113186,0.9170500999495362,0.9071629086400482,0.5624999999999998,0.0,0.5,0.375,0.6852160625370465,0.9416366943000457,0.7909316881400154,0.263888888888889,0.09375,0.12340532883917514,0.10135571283100692,0.9777804863638953,0.9507188822281407,0.5625,0.6875,0.558779855395661,0.9683646847269088
170_2$1,0.4716664139978308,0.25,0.9175419436182293,0.29166666666666674,0.4807878762334682,0.9006106284315437,0.3929434779228061,0.9404404626083185,0.5454545454545453,0.08019677088723838,0.9410724333398599,0.28155339805825236,0.7292040386416214,0.06819060651587895,0.5,0.8907544943042205,0.1810335633121032,0.7557946701059518,0.46153846153846134,0.8709162896748774,0.07967670678324211,0.8398360165385352,0.5469585192498551,0.375,0.11269711912656097,0.8929565339196921,0.5357142857142858,0.7881903564555093,0.7886312021766396,0.0666666666666667,0.17242238914008048,0.41558441558441556,0.3417987050182216,0.9169079581514735,0.4166666666666665,0.5555555555555555,0.35791034427723784,0.3166666666666666,0.6545197458964266,0.12516217752319586,0.9370929196739246,0.8105685283867518,0.13902497062281557,0.4158179798567445,0.828340961082198,0.4166666666666665,0.4774225674582723,0.9106373645266719,0.9211021887702769,0.2857142857142857,0.8740255662242865,0.6869237661380687,0.9391797099097683,0.8401630682311994,0.07137419451121686,0.4166666666666665,0.5719477191181098,0.8808608678582499,0.1481481481481481,0.9418672007378686,0.340857823081733,0.9697866830445685,0.9664717596842568,0.6250000000000001,0.32393662102318593,0.375,0.3666666666666666,0.694377806566931,0.9325046279015338,0.8374673115629315,0.13888888888888898,0.20833333333333326,0.13240661641815213,0.35800581730493547,0.8498745445598196,0.7225892923717291,0.4583333333333335,0.4166666666666665,0.5545699969435796,0.9239734926621014
034_2$1,0.343886078328049,0.8666666666666666,0.05452620363499134,0.5,0.08370600758013266,0.3909904143499803,0.13407592235903032,0.6580424198563212,0.4545454545454547,0.048244305734622184,0.8128947014321828,0.33980582524271835,0.7533436271145357,0.07094223688945425,0.5,0.7916541591582444,0.24300549779682215,0.6290013600289398,0.346153846153846,0.8304346451417257,0.09104219542647314,0.7548919580408741,0.6279715575171368,0.375,0.09853631684853016,0.9600705893503062,0.35714285714285704,0.8704849012456979,0.9128674046285219,0.6,0.5053320549960236,0.41558441558441556,0.2220634288581914,0.9329941624337994,0.5833333333333335,0.22222222222222207,0.21556368876777277,0.7333333333333334,0.7728683188591347,0.9506726363041607,0.05577146236362736,0.010608856476716222,0.12887589259056692,0.07211423597739659,0.2940868860141996,1.0,0.21905299752826707,0.15686119336988447,0.31893330933349523,0.42857142857142855,0.759158754589691,0.726516735220122,0.8484477437625279,0.6279253068090852,0.11435082764687363,0.4166666666666665,0.5675625116873693,0.7241303354910159,0.07407407407407411,0.86768804443174,0.3004625965858934,0.938847313880663,0.9262721595456467,0.49999999999999933,0.33480541808337766,0.5833333333333333,0.6,0.7643791526635321,0.7677239268074229,0.5422217974243303,0.527777777777778,0.625,0.1409971799162567,0.24823079882923868,0.9646271663736012,0.9135989187182245,0.4583333333333335,0.3333333333333335,0.5468355229649916,0.8188091352609392
234_2$1,0.49167681740109825,0.5666666666666667,0.9134140068315274,0.5,0.1672492958363514,0.9799556392102903,0.6439202016897688,0.9296171705125319,0.4545454545454547,0.2084722622363095,0.8842198363901904,0.41747572815533984,0.07268731101956358,0.8250551001260796,0.6666666666666667,0.9644952180705019,0.6349709153414699,0.9701600871952275,0.5769230769230768,0.9228546272939124,0.1399044869788309,0.8920141164995387,0.5837466670254746,0.4583333333333333,0.09035710744289703,0.9646228655301476,0.6785714285714285,0.9374651248355644,0.9812024694510262,0.2833333333333334,0.07435954419607585,0.41558441558441556,0.09432615473682003,0.983275481138921,0.5,0.7777777777777777,0.6092922245950639,0.5666666666666667,0.671481206821227,0.08649574790560555,0.9514674434413628,0.8021711334055871,0.13821487399989346,0.14209217516017958,0.9730145473921783,0.5,0.7326127479344187,0.9697290173718354,0.9205489077542987,0.3809523809523811,0.7978026842844124,0.7035584363911964,0.7264137194261824,0.5528758024601539,0.08963765952378182,0.5833333333333335,0.6142227300106023,0.9662089890904593,0.5185185185185185,0.9242807840073988,0.6844441037739406,0.9157255240993784,0.9069217144008088,0.49999999999999933,0.258450562862683,0.41666666666666674,0.41666666666666663,0.7122464717859882,0.9399454692285347,0.7932474671135918,0.4166666666666667,0.5416666666666667,0.13792919110436905,0.13259536104499203,0.9774976815863041,0.9424690669673538,0.5,0.4583333333333335,0.5531446921423722,0.9734892603326363
370_2$1,0.16600565238988504,0.45,0.7637182284967906,0.5,0.3003248022733962,0.9528316601415874,0.48202600801092765,0.9291928257454746,0.4545454545454547,0.17723349705090222,0.7967462317521914,0.2912621359223301,0.2352745888403416,0.7789760866878317,0.71875,0.9620228256689252,0.579725596527744,0.957370736287412,0.4807692307692307,0.9531897584363861,0.24565735116371332,0.8912305405110673,0.5087531325454441,0.375,0.08582546988193755,0.962152113014773,0.4821428571428572,0.9386497350042919,0.8886849622800843,0.975,0.1375342508879298,0.25974025974025966,0.16344643346256146,0.9261162043906296,0.375,0.5185185185185186,0.5178060800933216,0.325,0.6079321298625983,0.2503921164382104,0.9515166525375617,0.8496701882539511,0.1284883460296132,0.1691873944479222,0.9540312696013166,0.375,0.641833316614818,0.9418587426702683,0.9519622519259484,0.0,0.8142159267149616,0.5804041260289183,0.9757051468594363,0.8923341930007891,0.09169877810636745,0.3125,0.5703196418841365,0.9063893554912513,0.05555555555555555,0.9214350100888207,0.36627502304230114,0.8512672662334868,0.8292571693656984,0.37499999999999983,0.33968462422101764,0.53125,0.325,0.7168376866990833,0.9569981406903512,0.869088244323003,0.388888888888889,0.25,0.11477896773818674,0.16385730368928014,0.9679091684516427,0.9275809088300282,0.375,0.1875,0.5303176135635832,0.9575515958547558
